#	Labrune - D:\Games\NFS Carbon\LANGUAGES\Polish_InGame.bin
#	File created on: 2025-05-10 15:28:52
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - InGame
0	AUTO	MENU_POSTRACE_AVERAGE_DRIFT_LENGTH	ŚR. DŁUGOŚĆ
0	AUTO	WM_ACQUISITION_AREA_CONQUERED	*OBSZAR ZDOBYTY*
0	AUTO	MENU_POSTRACE_CAR_CLASS_SELECT	Chcesz rozpocząć karierę z tym samochodem?
0	AUTO	HUD_CANYON_COLLISION_PENALTY	KOLIZJE %$d PKT
0	AUTO	POSTRACE_CREW_INVITE	Zaproszenie do zespołu
0	AUTO	HUD_YOUR_TIME	TWÓJ CZAS:
0	AUTO	MENU_PAUSE_QUIT_TO_FREEROAM	WYJŚCIE DO JAZDY DOWOLNEJ
0	AUTO	HUD_SHIFT_PERFECT	Doskonała zmiana przełożenia.
0	AUTO	HUD_DRIFT_KEEP_MOVING	JEDŹ DALEJ!
0	AUTO	PURSUIT_MILESTONE_ACHIEVED	OSIĄGNIĘTO KAMIEŃ MILOWY
0	AUTO	HUD_WRNONG_WAY	POMYLIŁEŚ DROGĘ!
0	AUTO	HUD_DRIFT_DRIFT_ENDED	KONIEC POŚLIZGU
0	AUTO	QR_GHOST_UPLOAD	Gratulacje, udało Ci się ustanowić jeden z trzech najlepszych wyników na tej trasie! Cień twojego przejazdu jest właśnie dołączany do tablicy najlepszych wyników na stronie NeedforSpeed.com, aby mogli się z nim zmierzyć inni gracze!
0	AUTO	MENU_POSTRACE_CANYON_SECTION_ONE_COMPLETE	ETAP 1 z 2
0	AUTO	HUD_DRIFT_PERFECT_ENTRY	DOSKONAŁE WEJŚCIE!
0	AUTO	MENU_POSTRACE_SPEEDTRAPS	POMIAR
0	AUTO	SMS_FROM	OD:
0	AUTO	SMS_TEXT	Tekst
0	AUTO	HUD_DRIFT_POINTS_EARNED	PKT.
0	AUTO	MENU_POSTRACE_CREW_WIN	*%s WYGRYWA*
0	AUTO	MENU_POSTRACE_OPP_OVERBOARD	PRZECIWNIK ROZBIŁ SIĘ!
0	AUTO	HEADER_POSTRACE_CROSS_LOSE	PRZEGRYWASZ
